id_respuesta,grupo_interes,tema_id,tema_nombre,relevancia_num,relevancia_label
3ac6354b5774220a,Comisión de Seguimiento,21,FOMENTO DE LA CREACIÓN DEL EMPLEO LOCAL,5,MUY RELEVANTE
3ac6354b5774220a,Comisión de Seguimiento,22,ACCIONES PARA MEJORAR LA SALUD EN LAS COMUNIDADES.,5,MUY RELEVANTE
3ac6354b5774220a,Comisión de Seguimiento,23,INVERSIÓN EN INFRAESTRUCTURA BÁSICA EN LAS COMUNIDADES,5,MUY RELEVANTE
3ac6354b5774220a,Comisión de Seguimiento,24,COMUNICACIÓN Y VINCULO CONTINUO CON MIEMBROS DE LAS COMUNIDADES Y OTROS ACTORES SOCIALES.,5,MUY RELEVANTE
3ac6354b5774220a,Comisión de Seguimiento,25,"DESARROLLO DE LA ECONOMIA LOCAL, REGIONAL Y EXTRAREGIONAL.",5,MUY RELEVANTE
3ac6354b5774220a,Comisión de Seguimiento,26,IIMPULSO DE INICIATIVAS ORIENTADAS A MEJORAR LA SEGURIDAD VIAL.,4,RELEVANTE
3ac6354b5774220a,Comisión de Seguimiento,27,GESTIÓN ACTIVA ANTE EL AUMENTO DE LA POBLACIÓN TRANSITORIA.,3,MEDIANAMENTE RELEVANTE
a62cc74ed45bab7c,Comisión de Seguimiento,1,RENDICIÓN DE CUENTAS SOBRE LOS IMPACTOS (POSITIVOS Y NEGATIVOS) DE LA ORGANIZACIÓN.,5,MUY RELEVANTE
a62cc74ed45bab7c,Comisión de Seguimiento,2,TRANSPARENCIA EN LAS DECISIONES Y ACTIVIDADES DE LA ORGANIZACIÓN.,4,RELEVANTE
a62cc74ed45bab7c,Comisión de Seguimiento,3,COMPORTAMIENTO ÉTICO.,4,RELEVANTE
a62cc74ed45bab7c,Comisión de Seguimiento,4,RESPETO A LOS INTERESES DE LOS GRUPOS DE INTERÉS,5,MUY RELEVANTE
a62cc74ed45bab7c,Comisión de Seguimiento,5,CUMPLIMIENTO DE LA LEY.,4,RELEVANTE
a62cc74ed45bab7c,Comisión de Seguimiento,6,RESPETO A LOS DERECHOS HUMANOS,5,MUY RELEVANTE
a62cc74ed45bab7c,Comisión de Seguimiento,7,"PARTICIPACIÓN INCLUSIVA DE TODOS LOS GRUPOS SOCIALES, ESPECIALMENTE LOS MÁS VULNERABLES (MUJERES, COMUNIDADES INDÍGENAS, ETC.).",5,MUY RELEVANTE
a62cc74ed45bab7c,Comisión de Seguimiento,8,"PROTECCIÓN DE LOS DERECHOS FUNDAMENTALES EN EL TRABAJO (LIBERTAD DE ASOCIACIÓN, NO DISCRIMINACIÓN, ELIMINACIÓN DEL TRABAJO INFANTIL Y FORZADO).",4,RELEVANTE
a62cc74ed45bab7c,Comisión de Seguimiento,9,ALTOS ESTÁNDARES LABORALES Y DE PROTECCIÓN SOCIAL.,4,RELEVANTE
a62cc74ed45bab7c,Comisión de Seguimiento,11,DESARROLLO HUMANO Y CAPACITACIÓN EN EL ÁMBITO LABORAL.,2,POCO RELEVANTE
a62cc74ed45bab7c,Comisión de Seguimiento,12,PREVENCIÓN DE LA CONTAMINACIÓN.,4,RELEVANTE
a62cc74ed45bab7c,Comisión de Seguimiento,13,"USO SOSTENIBLE DE LOS RECURSOS  (AGUA, SUELO, ENERGÍA, ETC.).",4,RELEVANTE
a62cc74ed45bab7c,Comisión de Seguimiento,14,ACCIONES FRENTE AL CAMBIO CLIMÁTICO.,4,RELEVANTE
a62cc74ed45bab7c,Comisión de Seguimiento,15,PROTECCIÓN Y RESTAURACIÓN DE ECOSISTEMAS Y BIODIVERSIDAD.,5,MUY RELEVANTE
a62cc74ed45bab7c,Comisión de Seguimiento,16,"RELACIONES JUSTAS Y TRANSPARENTES CON PROVEEDORES (PAGO JUSTO, ANTICORRUPCIÓN, ETC.)",5,MUY RELEVANTE
a62cc74ed45bab7c,Comisión de Seguimiento,17,RESPONSABILIDAD COMPARTIDA CON PROVEEDORES Y ORGANIZACIONES ALIADAS.,5,MUY RELEVANTE
a62cc74ed45bab7c,Comisión de Seguimiento,18,RESPETO A LOS DERECHOS DE PROPIEDAD FÍSICA E INTELECTUAL.,4,RELEVANTE
a62cc74ed45bab7c,Comisión de Seguimiento,19,APOYO A LA EDUCACIÓN Y LA CULTURA EN LAS COMUNIDADES.,5,MUY RELEVANTE
a62cc74ed45bab7c,Comisión de Seguimiento,20,IMPULSO A PROYECTOS PRODUCTIVOS Y GENERACIÓN DE INGRESOS EN LAS COMUNIDADES.,5,MUY RELEVANTE
a62cc74ed45bab7c,Comisión de Seguimiento,21,FOMENTO DE LA CREACIÓN DEL EMPLEO LOCAL,2,POCO RELEVANTE
a62cc74ed45bab7c,Comisión de Seguimiento,22,ACCIONES PARA MEJORAR LA SALUD EN LAS COMUNIDADES.,2,POCO RELEVANTE
a62cc74ed45bab7c,Comisión de Seguimiento,23,INVERSIÓN EN INFRAESTRUCTURA BÁSICA EN LAS COMUNIDADES,4,RELEVANTE
a62cc74ed45bab7c,Comisión de Seguimiento,24,COMUNICACIÓN Y VINCULO CONTINUO CON MIEMBROS DE LAS COMUNIDADES Y OTROS ACTORES SOCIALES.,5,MUY RELEVANTE
a62cc74ed45bab7c,Comisión de Seguimiento,25,"DESARROLLO DE LA ECONOMIA LOCAL, REGIONAL Y EXTRAREGIONAL.",2,POCO RELEVANTE
a62cc74ed45bab7c,Comisión de Seguimiento,26,IIMPULSO DE INICIATIVAS ORIENTADAS A MEJORAR LA SEGURIDAD VIAL.,2,POCO RELEVANTE
a62cc74ed45bab7c,Comisión de Seguimiento,27,GESTIÓN ACTIVA ANTE EL AUMENTO DE LA POBLACIÓN TRANSITORIA.,4,RELEVANTE
a4330d88053be5e2,Comisión de Seguimiento,1,RENDICIÓN DE CUENTAS SOBRE LOS IMPACTOS (POSITIVOS Y NEGATIVOS) DE LA ORGANIZACIÓN.,5,MUY RELEVANTE
a4330d88053be5e2,Comisión de Seguimiento,2,TRANSPARENCIA EN LAS DECISIONES Y ACTIVIDADES DE LA ORGANIZACIÓN.,5,MUY RELEVANTE
a4330d88053be5e2,Comisión de Seguimiento,3,COMPORTAMIENTO ÉTICO.,5,MUY RELEVANTE
a4330d88053be5e2,Comisión de Seguimiento,4,RESPETO A LOS INTERESES DE LOS GRUPOS DE INTERÉS,4,RELEVANTE
a4330d88053be5e2,Comisión de Seguimiento,5,CUMPLIMIENTO DE LA LEY.,5,MUY RELEVANTE
a4330d88053be5e2,Comisión de Seguimiento,6,RESPETO A LOS DERECHOS HUMANOS,4,RELEVANTE
a4330d88053be5e2,Comisión de Seguimiento,7,"PARTICIPACIÓN INCLUSIVA DE TODOS LOS GRUPOS SOCIALES, ESPECIALMENTE LOS MÁS VULNERABLES (MUJERES, COMUNIDADES INDÍGENAS, ETC.).",4,RELEVANTE
a4330d88053be5e2,Comisión de Seguimiento,8,"PROTECCIÓN DE LOS DERECHOS FUNDAMENTALES EN EL TRABAJO (LIBERTAD DE ASOCIACIÓN, NO DISCRIMINACIÓN, ELIMINACIÓN DEL TRABAJO INFANTIL Y FORZADO).",5,MUY RELEVANTE
a4330d88053be5e2,Comisión de Seguimiento,9,ALTOS ESTÁNDARES LABORALES Y DE PROTECCIÓN SOCIAL.,5,MUY RELEVANTE
a4330d88053be5e2,Comisión de Seguimiento,10,SALUD Y SEGURIDAD EN EL TRABAJO.,5,MUY RELEVANTE
a4330d88053be5e2,Comisión de Seguimiento,11,DESARROLLO HUMANO Y CAPACITACIÓN EN EL ÁMBITO LABORAL.,4,RELEVANTE
a4330d88053be5e2,Comisión de Seguimiento,12,PREVENCIÓN DE LA CONTAMINACIÓN.,5,MUY RELEVANTE
a4330d88053be5e2,Comisión de Seguimiento,13,"USO SOSTENIBLE DE LOS RECURSOS  (AGUA, SUELO, ENERGÍA, ETC.).",5,MUY RELEVANTE
a4330d88053be5e2,Comisión de Seguimiento,14,ACCIONES FRENTE AL CAMBIO CLIMÁTICO.,3,MEDIANAMENTE RELEVANTE
a4330d88053be5e2,Comisión de Seguimiento,15,PROTECCIÓN Y RESTAURACIÓN DE ECOSISTEMAS Y BIODIVERSIDAD.,5,MUY RELEVANTE
a4330d88053be5e2,Comisión de Seguimiento,16,"RELACIONES JUSTAS Y TRANSPARENTES CON PROVEEDORES (PAGO JUSTO, ANTICORRUPCIÓN, ETC.)",4,RELEVANTE
a4330d88053be5e2,Comisión de Seguimiento,17,RESPONSABILIDAD COMPARTIDA CON PROVEEDORES Y ORGANIZACIONES ALIADAS.,4,RELEVANTE
a4330d88053be5e2,Comisión de Seguimiento,18,RESPETO A LOS DERECHOS DE PROPIEDAD FÍSICA E INTELECTUAL.,4,RELEVANTE
a4330d88053be5e2,Comisión de Seguimiento,19,APOYO A LA EDUCACIÓN Y LA CULTURA EN LAS COMUNIDADES.,5,MUY RELEVANTE
a4330d88053be5e2,Comisión de Seguimiento,20,IMPULSO A PROYECTOS PRODUCTIVOS Y GENERACIÓN DE INGRESOS EN LAS COMUNIDADES.,4,RELEVANTE
a4330d88053be5e2,Comisión de Seguimiento,21,FOMENTO DE LA CREACIÓN DEL EMPLEO LOCAL,5,MUY RELEVANTE
a4330d88053be5e2,Comisión de Seguimiento,22,ACCIONES PARA MEJORAR LA SALUD EN LAS COMUNIDADES.,4,RELEVANTE
a4330d88053be5e2,Comisión de Seguimiento,23,INVERSIÓN EN INFRAESTRUCTURA BÁSICA EN LAS COMUNIDADES,3,MEDIANAMENTE RELEVANTE
a4330d88053be5e2,Comisión de Seguimiento,24,COMUNICACIÓN Y VINCULO CONTINUO CON MIEMBROS DE LAS COMUNIDADES Y OTROS ACTORES SOCIALES.,3,MEDIANAMENTE RELEVANTE
a4330d88053be5e2,Comisión de Seguimiento,25,"DESARROLLO DE LA ECONOMIA LOCAL, REGIONAL Y EXTRAREGIONAL.",5,MUY RELEVANTE
a4330d88053be5e2,Comisión de Seguimiento,26,IIMPULSO DE INICIATIVAS ORIENTADAS A MEJORAR LA SEGURIDAD VIAL.,4,RELEVANTE
a4330d88053be5e2,Comisión de Seguimiento,27,GESTIÓN ACTIVA ANTE EL AUMENTO DE LA POBLACIÓN TRANSITORIA.,4,RELEVANTE
fedf6e999ca21152,Comisión de Seguimiento,1,RENDICIÓN DE CUENTAS SOBRE LOS IMPACTOS (POSITIVOS Y NEGATIVOS) DE LA ORGANIZACIÓN.,5,MUY RELEVANTE
fedf6e999ca21152,Comisión de Seguimiento,2,TRANSPARENCIA EN LAS DECISIONES Y ACTIVIDADES DE LA ORGANIZACIÓN.,5,MUY RELEVANTE
fedf6e999ca21152,Comisión de Seguimiento,3,COMPORTAMIENTO ÉTICO.,4,RELEVANTE
fedf6e999ca21152,Comisión de Seguimiento,4,RESPETO A LOS INTERESES DE LOS GRUPOS DE INTERÉS,4,RELEVANTE
fedf6e999ca21152,Comisión de Seguimiento,5,CUMPLIMIENTO DE LA LEY.,5,MUY RELEVANTE
fedf6e999ca21152,Comisión de Seguimiento,6,RESPETO A LOS DERECHOS HUMANOS,5,MUY RELEVANTE
fedf6e999ca21152,Comisión de Seguimiento,7,"PARTICIPACIÓN INCLUSIVA DE TODOS LOS GRUPOS SOCIALES, ESPECIALMENTE LOS MÁS VULNERABLES (MUJERES, COMUNIDADES INDÍGENAS, ETC.).",5,MUY RELEVANTE
fedf6e999ca21152,Comisión de Seguimiento,8,"PROTECCIÓN DE LOS DERECHOS FUNDAMENTALES EN EL TRABAJO (LIBERTAD DE ASOCIACIÓN, NO DISCRIMINACIÓN, ELIMINACIÓN DEL TRABAJO INFANTIL Y FORZADO).",5,MUY RELEVANTE
fedf6e999ca21152,Comisión de Seguimiento,9,ALTOS ESTÁNDARES LABORALES Y DE PROTECCIÓN SOCIAL.,5,MUY RELEVANTE
fedf6e999ca21152,Comisión de Seguimiento,10,SALUD Y SEGURIDAD EN EL TRABAJO.,5,MUY RELEVANTE
fedf6e999ca21152,Comisión de Seguimiento,11,DESARROLLO HUMANO Y CAPACITACIÓN EN EL ÁMBITO LABORAL.,5,MUY RELEVANTE
fedf6e999ca21152,Comisión de Seguimiento,12,PREVENCIÓN DE LA CONTAMINACIÓN.,5,MUY RELEVANTE
fedf6e999ca21152,Comisión de Seguimiento,13,"USO SOSTENIBLE DE LOS RECURSOS  (AGUA, SUELO, ENERGÍA, ETC.).",5,MUY RELEVANTE
fedf6e999ca21152,Comisión de Seguimiento,14,ACCIONES FRENTE AL CAMBIO CLIMÁTICO.,5,MUY RELEVANTE
fedf6e999ca21152,Comisión de Seguimiento,15,PROTECCIÓN Y RESTAURACIÓN DE ECOSISTEMAS Y BIODIVERSIDAD.,5,MUY RELEVANTE
fedf6e999ca21152,Comisión de Seguimiento,16,"RELACIONES JUSTAS Y TRANSPARENTES CON PROVEEDORES (PAGO JUSTO, ANTICORRUPCIÓN, ETC.)",4,RELEVANTE
fedf6e999ca21152,Comisión de Seguimiento,17,RESPONSABILIDAD COMPARTIDA CON PROVEEDORES Y ORGANIZACIONES ALIADAS.,5,MUY RELEVANTE
fedf6e999ca21152,Comisión de Seguimiento,18,RESPETO A LOS DERECHOS DE PROPIEDAD FÍSICA E INTELECTUAL.,4,RELEVANTE
fedf6e999ca21152,Comisión de Seguimiento,19,APOYO A LA EDUCACIÓN Y LA CULTURA EN LAS COMUNIDADES.,4,RELEVANTE
fedf6e999ca21152,Comisión de Seguimiento,20,IMPULSO A PROYECTOS PRODUCTIVOS Y GENERACIÓN DE INGRESOS EN LAS COMUNIDADES.,5,MUY RELEVANTE
fedf6e999ca21152,Comisión de Seguimiento,21,FOMENTO DE LA CREACIÓN DEL EMPLEO LOCAL,5,MUY RELEVANTE
fedf6e999ca21152,Comisión de Seguimiento,22,ACCIONES PARA MEJORAR LA SALUD EN LAS COMUNIDADES.,5,MUY RELEVANTE
fedf6e999ca21152,Comisión de Seguimiento,23,INVERSIÓN EN INFRAESTRUCTURA BÁSICA EN LAS COMUNIDADES,5,MUY RELEVANTE
fedf6e999ca21152,Comisión de Seguimiento,24,COMUNICACIÓN Y VINCULO CONTINUO CON MIEMBROS DE LAS COMUNIDADES Y OTROS ACTORES SOCIALES.,4,RELEVANTE
fedf6e999ca21152,Comisión de Seguimiento,25,"DESARROLLO DE LA ECONOMIA LOCAL, REGIONAL Y EXTRAREGIONAL.",5,MUY RELEVANTE
fedf6e999ca21152,Comisión de Seguimiento,26,IIMPULSO DE INICIATIVAS ORIENTADAS A MEJORAR LA SEGURIDAD VIAL.,5,MUY RELEVANTE
fedf6e999ca21152,Comisión de Seguimiento,27,GESTIÓN ACTIVA ANTE EL AUMENTO DE LA POBLACIÓN TRANSITORIA.,5,MUY RELEVANTE
380f31f7a3fffb6b,Comisión de Seguimiento,1,RENDICIÓN DE CUENTAS SOBRE LOS IMPACTOS (POSITIVOS Y NEGATIVOS) DE LA ORGANIZACIÓN.,4,RELEVANTE
380f31f7a3fffb6b,Comisión de Seguimiento,2,TRANSPARENCIA EN LAS DECISIONES Y ACTIVIDADES DE LA ORGANIZACIÓN.,5,MUY RELEVANTE
380f31f7a3fffb6b,Comisión de Seguimiento,3,COMPORTAMIENTO ÉTICO.,5,MUY RELEVANTE
380f31f7a3fffb6b,Comisión de Seguimiento,4,RESPETO A LOS INTERESES DE LOS GRUPOS DE INTERÉS,5,MUY RELEVANTE
380f31f7a3fffb6b,Comisión de Seguimiento,5,CUMPLIMIENTO DE LA LEY.,5,MUY RELEVANTE
380f31f7a3fffb6b,Comisión de Seguimiento,6,RESPETO A LOS DERECHOS HUMANOS,5,MUY RELEVANTE
380f31f7a3fffb6b,Comisión de Seguimiento,7,"PARTICIPACIÓN INCLUSIVA DE TODOS LOS GRUPOS SOCIALES, ESPECIALMENTE LOS MÁS VULNERABLES (MUJERES, COMUNIDADES INDÍGENAS, ETC.).",5,MUY RELEVANTE
380f31f7a3fffb6b,Comisión de Seguimiento,8,"PROTECCIÓN DE LOS DERECHOS FUNDAMENTALES EN EL TRABAJO (LIBERTAD DE ASOCIACIÓN, NO DISCRIMINACIÓN, ELIMINACIÓN DEL TRABAJO INFANTIL Y FORZADO).",5,MUY RELEVANTE
380f31f7a3fffb6b,Comisión de Seguimiento,9,ALTOS ESTÁNDARES LABORALES Y DE PROTECCIÓN SOCIAL.,5,MUY RELEVANTE
380f31f7a3fffb6b,Comisión de Seguimiento,10,SALUD Y SEGURIDAD EN EL TRABAJO.,5,MUY RELEVANTE
380f31f7a3fffb6b,Comisión de Seguimiento,11,DESARROLLO HUMANO Y CAPACITACIÓN EN EL ÁMBITO LABORAL.,4,RELEVANTE
380f31f7a3fffb6b,Comisión de Seguimiento,12,PREVENCIÓN DE LA CONTAMINACIÓN.,4,RELEVANTE
380f31f7a3fffb6b,Comisión de Seguimiento,13,"USO SOSTENIBLE DE LOS RECURSOS  (AGUA, SUELO, ENERGÍA, ETC.).",4,RELEVANTE
380f31f7a3fffb6b,Comisión de Seguimiento,14,ACCIONES FRENTE AL CAMBIO CLIMÁTICO.,4,RELEVANTE
380f31f7a3fffb6b,Comisión de Seguimiento,15,PROTECCIÓN Y RESTAURACIÓN DE ECOSISTEMAS Y BIODIVERSIDAD.,4,RELEVANTE
380f31f7a3fffb6b,Comisión de Seguimiento,16,"RELACIONES JUSTAS Y TRANSPARENTES CON PROVEEDORES (PAGO JUSTO, ANTICORRUPCIÓN, ETC.)",5,MUY RELEVANTE
380f31f7a3fffb6b,Comisión de Seguimiento,17,RESPONSABILIDAD COMPARTIDA CON PROVEEDORES Y ORGANIZACIONES ALIADAS.,5,MUY RELEVANTE
380f31f7a3fffb6b,Comisión de Seguimiento,18,RESPETO A LOS DERECHOS DE PROPIEDAD FÍSICA E INTELECTUAL.,5,MUY RELEVANTE
380f31f7a3fffb6b,Comisión de Seguimiento,19,APOYO A LA EDUCACIÓN Y LA CULTURA EN LAS COMUNIDADES.,5,MUY RELEVANTE
380f31f7a3fffb6b,Comisión de Seguimiento,20,IMPULSO A PROYECTOS PRODUCTIVOS Y GENERACIÓN DE INGRESOS EN LAS COMUNIDADES.,5,MUY RELEVANTE
380f31f7a3fffb6b,Comisión de Seguimiento,21,FOMENTO DE LA CREACIÓN DEL EMPLEO LOCAL,4,RELEVANTE
380f31f7a3fffb6b,Comisión de Seguimiento,22,ACCIONES PARA MEJORAR LA SALUD EN LAS COMUNIDADES.,4,RELEVANTE
380f31f7a3fffb6b,Comisión de Seguimiento,23,INVERSIÓN EN INFRAESTRUCTURA BÁSICA EN LAS COMUNIDADES,4,RELEVANTE
380f31f7a3fffb6b,Comisión de Seguimiento,24,COMUNICACIÓN Y VINCULO CONTINUO CON MIEMBROS DE LAS COMUNIDADES Y OTROS ACTORES SOCIALES.,5,MUY RELEVANTE
380f31f7a3fffb6b,Comisión de Seguimiento,25,"DESARROLLO DE LA ECONOMIA LOCAL, REGIONAL Y EXTRAREGIONAL.",5,MUY RELEVANTE
380f31f7a3fffb6b,Comisión de Seguimiento,26,IIMPULSO DE INICIATIVAS ORIENTADAS A MEJORAR LA SEGURIDAD VIAL.,3,MEDIANAMENTE RELEVANTE
380f31f7a3fffb6b,Comisión de Seguimiento,27,GESTIÓN ACTIVA ANTE EL AUMENTO DE LA POBLACIÓN TRANSITORIA.,4,RELEVANTE
0962e43124e7e49d,Comisión de Seguimiento,1,RENDICIÓN DE CUENTAS SOBRE LOS IMPACTOS (POSITIVOS Y NEGATIVOS) DE LA ORGANIZACIÓN.,4,RELEVANTE
0962e43124e7e49d,Comisión de Seguimiento,2,TRANSPARENCIA EN LAS DECISIONES Y ACTIVIDADES DE LA ORGANIZACIÓN.,4,RELEVANTE
0962e43124e7e49d,Comisión de Seguimiento,3,COMPORTAMIENTO ÉTICO.,4,RELEVANTE
0962e43124e7e49d,Comisión de Seguimiento,4,RESPETO A LOS INTERESES DE LOS GRUPOS DE INTERÉS,5,MUY RELEVANTE
0962e43124e7e49d,Comisión de Seguimiento,5,CUMPLIMIENTO DE LA LEY.,5,MUY RELEVANTE
0962e43124e7e49d,Comisión de Seguimiento,6,RESPETO A LOS DERECHOS HUMANOS,4,RELEVANTE
0962e43124e7e49d,Comisión de Seguimiento,7,"PARTICIPACIÓN INCLUSIVA DE TODOS LOS GRUPOS SOCIALES, ESPECIALMENTE LOS MÁS VULNERABLES (MUJERES, COMUNIDADES INDÍGENAS, ETC.).",5,MUY RELEVANTE
0962e43124e7e49d,Comisión de Seguimiento,8,"PROTECCIÓN DE LOS DERECHOS FUNDAMENTALES EN EL TRABAJO (LIBERTAD DE ASOCIACIÓN, NO DISCRIMINACIÓN, ELIMINACIÓN DEL TRABAJO INFANTIL Y FORZADO).",5,MUY RELEVANTE
0962e43124e7e49d,Comisión de Seguimiento,9,ALTOS ESTÁNDARES LABORALES Y DE PROTECCIÓN SOCIAL.,5,MUY RELEVANTE
0962e43124e7e49d,Comisión de Seguimiento,10,SALUD Y SEGURIDAD EN EL TRABAJO.,5,MUY RELEVANTE
0962e43124e7e49d,Comisión de Seguimiento,11,DESARROLLO HUMANO Y CAPACITACIÓN EN EL ÁMBITO LABORAL.,5,MUY RELEVANTE
0962e43124e7e49d,Comisión de Seguimiento,12,PREVENCIÓN DE LA CONTAMINACIÓN.,5,MUY RELEVANTE
0962e43124e7e49d,Comisión de Seguimiento,13,"USO SOSTENIBLE DE LOS RECURSOS  (AGUA, SUELO, ENERGÍA, ETC.).",4,RELEVANTE
0962e43124e7e49d,Comisión de Seguimiento,14,ACCIONES FRENTE AL CAMBIO CLIMÁTICO.,4,RELEVANTE
0962e43124e7e49d,Comisión de Seguimiento,15,PROTECCIÓN Y RESTAURACIÓN DE ECOSISTEMAS Y BIODIVERSIDAD.,4,RELEVANTE
0962e43124e7e49d,Comisión de Seguimiento,16,"RELACIONES JUSTAS Y TRANSPARENTES CON PROVEEDORES (PAGO JUSTO, ANTICORRUPCIÓN, ETC.)",5,MUY RELEVANTE
0962e43124e7e49d,Comisión de Seguimiento,17,RESPONSABILIDAD COMPARTIDA CON PROVEEDORES Y ORGANIZACIONES ALIADAS.,4,RELEVANTE
0962e43124e7e49d,Comisión de Seguimiento,18,RESPETO A LOS DERECHOS DE PROPIEDAD FÍSICA E INTELECTUAL.,4,RELEVANTE
0962e43124e7e49d,Comisión de Seguimiento,19,APOYO A LA EDUCACIÓN Y LA CULTURA EN LAS COMUNIDADES.,4,RELEVANTE
0962e43124e7e49d,Comisión de Seguimiento,20,IMPULSO A PROYECTOS PRODUCTIVOS Y GENERACIÓN DE INGRESOS EN LAS COMUNIDADES.,5,MUY RELEVANTE
0962e43124e7e49d,Comisión de Seguimiento,21,FOMENTO DE LA CREACIÓN DEL EMPLEO LOCAL,5,MUY RELEVANTE
0962e43124e7e49d,Comisión de Seguimiento,22,ACCIONES PARA MEJORAR LA SALUD EN LAS COMUNIDADES.,4,RELEVANTE
0962e43124e7e49d,Comisión de Seguimiento,23,INVERSIÓN EN INFRAESTRUCTURA BÁSICA EN LAS COMUNIDADES,4,RELEVANTE
0962e43124e7e49d,Comisión de Seguimiento,24,COMUNICACIÓN Y VINCULO CONTINUO CON MIEMBROS DE LAS COMUNIDADES Y OTROS ACTORES SOCIALES.,4,RELEVANTE
0962e43124e7e49d,Comisión de Seguimiento,25,"DESARROLLO DE LA ECONOMIA LOCAL, REGIONAL Y EXTRAREGIONAL.",5,MUY RELEVANTE
0962e43124e7e49d,Comisión de Seguimiento,26,IIMPULSO DE INICIATIVAS ORIENTADAS A MEJORAR LA SEGURIDAD VIAL.,5,MUY RELEVANTE
0962e43124e7e49d,Comisión de Seguimiento,27,GESTIÓN ACTIVA ANTE EL AUMENTO DE LA POBLACIÓN TRANSITORIA.,4,RELEVANTE
d28965e2e8a933ad,Comisión de Seguimiento,1,RENDICIÓN DE CUENTAS SOBRE LOS IMPACTOS (POSITIVOS Y NEGATIVOS) DE LA ORGANIZACIÓN.,5,MUY RELEVANTE
d28965e2e8a933ad,Comisión de Seguimiento,2,TRANSPARENCIA EN LAS DECISIONES Y ACTIVIDADES DE LA ORGANIZACIÓN.,5,MUY RELEVANTE
d28965e2e8a933ad,Comisión de Seguimiento,3,COMPORTAMIENTO ÉTICO.,5,MUY RELEVANTE
d28965e2e8a933ad,Comisión de Seguimiento,4,RESPETO A LOS INTERESES DE LOS GRUPOS DE INTERÉS,5,MUY RELEVANTE
d28965e2e8a933ad,Comisión de Seguimiento,5,CUMPLIMIENTO DE LA LEY.,5,MUY RELEVANTE
d28965e2e8a933ad,Comisión de Seguimiento,6,RESPETO A LOS DERECHOS HUMANOS,5,MUY RELEVANTE
d28965e2e8a933ad,Comisión de Seguimiento,7,"PARTICIPACIÓN INCLUSIVA DE TODOS LOS GRUPOS SOCIALES, ESPECIALMENTE LOS MÁS VULNERABLES (MUJERES, COMUNIDADES INDÍGENAS, ETC.).",5,MUY RELEVANTE
d28965e2e8a933ad,Comisión de Seguimiento,8,"PROTECCIÓN DE LOS DERECHOS FUNDAMENTALES EN EL TRABAJO (LIBERTAD DE ASOCIACIÓN, NO DISCRIMINACIÓN, ELIMINACIÓN DEL TRABAJO INFANTIL Y FORZADO).",5,MUY RELEVANTE
d28965e2e8a933ad,Comisión de Seguimiento,9,ALTOS ESTÁNDARES LABORALES Y DE PROTECCIÓN SOCIAL.,5,MUY RELEVANTE
d28965e2e8a933ad,Comisión de Seguimiento,10,SALUD Y SEGURIDAD EN EL TRABAJO.,5,MUY RELEVANTE
d28965e2e8a933ad,Comisión de Seguimiento,11,DESARROLLO HUMANO Y CAPACITACIÓN EN EL ÁMBITO LABORAL.,5,MUY RELEVANTE
d28965e2e8a933ad,Comisión de Seguimiento,12,PREVENCIÓN DE LA CONTAMINACIÓN.,5,MUY RELEVANTE
d28965e2e8a933ad,Comisión de Seguimiento,13,"USO SOSTENIBLE DE LOS RECURSOS  (AGUA, SUELO, ENERGÍA, ETC.).",5,MUY RELEVANTE
d28965e2e8a933ad,Comisión de Seguimiento,14,ACCIONES FRENTE AL CAMBIO CLIMÁTICO.,4,RELEVANTE
d28965e2e8a933ad,Comisión de Seguimiento,15,PROTECCIÓN Y RESTAURACIÓN DE ECOSISTEMAS Y BIODIVERSIDAD.,5,MUY RELEVANTE
d28965e2e8a933ad,Comisión de Seguimiento,16,"RELACIONES JUSTAS Y TRANSPARENTES CON PROVEEDORES (PAGO JUSTO, ANTICORRUPCIÓN, ETC.)",4,RELEVANTE
d28965e2e8a933ad,Comisión de Seguimiento,17,RESPONSABILIDAD COMPARTIDA CON PROVEEDORES Y ORGANIZACIONES ALIADAS.,4,RELEVANTE
d28965e2e8a933ad,Comisión de Seguimiento,18,RESPETO A LOS DERECHOS DE PROPIEDAD FÍSICA E INTELECTUAL.,5,MUY RELEVANTE
d28965e2e8a933ad,Comisión de Seguimiento,19,APOYO A LA EDUCACIÓN Y LA CULTURA EN LAS COMUNIDADES.,4,RELEVANTE
d28965e2e8a933ad,Comisión de Seguimiento,20,IMPULSO A PROYECTOS PRODUCTIVOS Y GENERACIÓN DE INGRESOS EN LAS COMUNIDADES.,5,MUY RELEVANTE
d28965e2e8a933ad,Comisión de Seguimiento,21,FOMENTO DE LA CREACIÓN DEL EMPLEO LOCAL,4,RELEVANTE
d28965e2e8a933ad,Comisión de Seguimiento,22,ACCIONES PARA MEJORAR LA SALUD EN LAS COMUNIDADES.,5,MUY RELEVANTE
d28965e2e8a933ad,Comisión de Seguimiento,23,INVERSIÓN EN INFRAESTRUCTURA BÁSICA EN LAS COMUNIDADES,4,RELEVANTE
d28965e2e8a933ad,Comisión de Seguimiento,24,COMUNICACIÓN Y VINCULO CONTINUO CON MIEMBROS DE LAS COMUNIDADES Y OTROS ACTORES SOCIALES.,4,RELEVANTE
